,Player,Nation,Pos,Squad,Comp,Age,90s,SCA,SCA90,PassLive_shots,PassDead,Drib_shots,shots_lead_shots,Def_shots,GCA,GCA90,PassLive_goals,Drib_goals,shots_lead_goals,Def_goals,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Top_Team,Strikers
39,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,20.5,26.0,1.27,17.0,4.0,1.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,25,21,1844,0,0,0,0,0,4,0,0,0
40,Marley Aké,fr FRA,"FW,MF",Juventus,it Serie A,20,0.9,1.0,1.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,77,0,0,0,0,0,1,0,1,0
41,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,26,10.3,5.0,0.49,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,10,923,2,0,2,0,0,0,0,1,0
42,Ilias Akhomach,es ESP,FW,Barcelona,es La Liga,17,1.4,9.0,6.53,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,124,0,0,0,0,0,0,0,1,1
43,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,19,0.6,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,54,0,0,0,0,0,1,0,0,0
44,Paul Akouokou,ci CIV,MF,Betis,es La Liga,23,5.7,7.0,1.22,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,6,516,0,0,0,0,0,2,1,0,0
45,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,28,3.5,3.0,0.86,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,315,0,0,0,0,0,1,0,0,0
46,Kevin Akpoguma,ng NGA,"DF,FW",Hoffenheim,de Bundesliga,26,17.0,32.0,1.89,23.0,1.0,3.0,3.0,0.0,2.0,0.12,1.0,0.0,1.0,0.0,26,19,1527,2,2,2,0,0,5,0,0,0
47,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,29.4,46.0,1.57,39.0,2.0,0.0,4.0,1.0,8.0,0.27,7.0,0.0,1.0,0.0,30,30,2642,2,3,2,0,0,2,0,1,0
48,Sofiane Alakouch,ma MAR,"DF,MF",Metz,fr Ligue 1,23,1.8,4.0,2.28,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0,158,0,0,0,0,0,1,0,0,0
49,Tomás Alarcón,cl CHI,MF,Cádiz,es La Liga,22,15.8,28.0,1.77,14.0,12.0,1.0,0.0,1.0,2.0,0.13,0.0,0.0,0.0,0.0,23,16,1425,0,1,0,0,0,5,0,0,0
50,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,28,7.3,27.0,3.69,17.0,0.0,6.0,2.0,0.0,4.0,0.55,3.0,1.0,0.0,0.0,27,5,655,6,0,6,0,1,2,0,0,1
52,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,29.4,89.0,3.03,82.0,3.0,0.0,2.0,0.0,14.0,0.48,13.0,0.0,1.0,0.0,30,30,2644,2,10,2,0,0,11,0,1,0
53,Josué Albert,gf GUF,DF,Clermont Foot,fr Ligue 1,29,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,22,0,0,0,0,0,0,0,0,0
54,Luis Alberto,es ESP,MF,Lazio,it Serie A,28,26.1,120.0,4.59,83.0,26.0,3.0,3.0,0.0,16.0,0.61,6.0,1.0,2.0,0.0,34,27,2353,5,9,5,0,0,5,0,0,0
55,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,27.4,9.0,0.33,8.0,0.0,0.0,1.0,0.0,2.0,0.07,1.0,0.0,1.0,0.0,28,28,2465,0,0,0,0,0,8,0,0,0
56,Marc Albrighton,eng ENG,"FW,DF",Leicester City,eng Premier League,31,12.6,19.0,1.51,12.0,4.0,0.0,0.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,17,11,1132,1,2,1,0,0,3,0,0,0
57,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,27,8.7,15.0,1.71,12.0,0.0,1.0,2.0,0.0,6.0,0.69,5.0,1.0,0.0,0.0,18,10,787,1,3,1,0,0,1,0,0,1
58,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,30,17.0,67.0,3.93,57.0,0.0,1.0,7.0,1.0,6.0,0.35,6.0,0.0,0.0,0.0,25,17,1534,1,4,1,0,0,2,0,1,0
59,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,30,12.3,39.0,3.18,28.0,5.0,1.0,2.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,14,12,1105,2,0,2,0,0,7,0,0,0
60,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,26.7,17.0,0.64,14.0,1.0,1.0,0.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,29,28,2403,2,0,2,0,0,15,0,0,0
61,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,26,11.8,38.0,3.21,33.0,1.0,3.0,1.0,0.0,4.0,0.34,3.0,1.0,0.0,0.0,20,11,1065,2,2,2,0,0,7,0,0,0
62,Doğan Alemdar,tr TUR,GK,Rennes,fr Ligue 1,18,12.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,12,12,1080,0,0,0,0,0,1,0,0,0
63,Carles Aleñá,es ESP,MF,Getafe,es La Liga,23,25.8,64.0,2.48,50.0,2.0,2.0,4.0,0.0,4.0,0.16,4.0,0.0,0.0,0.0,33,30,2320,1,2,1,0,0,6,1,0,0
64,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,31.7,160.0,5.05,96.0,53.0,3.0,7.0,0.0,18.0,0.57,13.0,0.0,1.0,0.0,32,32,2853,2,12,2,0,0,2,0,1,0
65,Mircea Alexandru Tirlea,ro ROU,DF,Alavés,es La Liga,21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,15,0,0,0,0,0,0,0,0,0
66,Mohamed Ali Cho,fr FRA,FW,Angers,fr Ligue 1,17,20.4,42.0,2.06,23.0,0.0,11.0,2.0,1.0,7.0,0.34,4.0,0.0,2.0,0.0,32,21,1837,4,1,4,0,0,6,2,0,1
67,Alisson,br BRA,GK,Liverpool,eng Premier League,28,36.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,36,36,3240,0,1,0,0,0,0,0,1,0
68,Allan,br BRA,MF,Everton,eng Premier League,30,24.3,38.0,1.57,35.0,0.0,1.0,0.0,1.0,7.0,0.29,5.0,1.0,0.0,0.0,28,25,2183,0,2,0,0,0,7,1,0,0
69,Jim Allevinah,ga GAB,FW,Clermont Foot,fr Ligue 1,26,16.5,53.0,3.21,32.0,4.0,9.0,6.0,1.0,3.0,0.18,2.0,0.0,1.0,0.0,30,13,1488,1,2,1,0,0,1,0,0,1
70,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,25,7.3,7.0,0.96,4.0,0.0,0.0,0.0,0.0,1.0,0.14,0.0,0.0,0.0,0.0,10,8,657,1,0,0,1,1,1,0,1,0
71,Dele Alli,eng ENG,"MF,FW",Everton,eng Premier League,25,3.8,13.0,3.46,12.0,1.0,0.0,0.0,0.0,1.0,0.27,1.0,0.0,0.0,0.0,11,1,338,0,0,0,0,0,3,0,0,0
72,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,27,19.1,49.0,2.57,36.0,0.0,3.0,8.0,0.0,4.0,0.21,3.0,1.0,0.0,0.0,30,19,1716,1,0,1,0,0,2,0,0,0
73,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,24.1,93.0,3.86,66.0,16.0,3.0,6.0,0.0,10.0,0.42,7.0,0.0,1.0,0.0,28,25,2167,4,4,4,0,0,8,0,1,0
74,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,16.3,27.0,1.66,16.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,17,1466,1,0,1,0,0,5,0,0,0
75,Hugo Álvarez,es ESP,FW,Celta Vigo,es La Liga,18,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,11,0,0,0,0,0,0,0,0,1
76,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,20.7,17.0,0.82,16.0,1.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,22,21,1860,0,0,0,0,0,6,0,0,0
78,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,12.2,34.0,2.79,26.0,7.0,0.0,0.0,0.0,4.0,0.33,4.0,0.0,0.0,0.0,14,13,1098,1,3,1,0,0,2,1,1,0
79,Steven Alzate,co COL,MF,Brighton,eng Premier League,22,4.5,6.0,1.34,6.0,0.0,0.0,0.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,9,5,404,0,0,0,0,0,0,0,0,0
80,Ibrahim Amadou,fr FRA,"DF,MF",Metz,fr Ligue 1,28,9.0,9.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10,812,1,0,1,0,0,4,0,0,0
81,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19,0.9,1.0,1.14,0.0,1.0,0.0,0.0,0.0,1.0,1.14,0.0,0.0,0.0,0.0,3,1,79,0,1,0,0,0,0,0,0,0
82,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,23.6,18.0,0.76,18.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,28,23,2123,0,0,0,0,0,4,0,0,0
83,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,25,9.8,23.0,2.34,11.0,1.0,2.0,4.0,1.0,3.0,0.31,1.0,0.0,2.0,0.0,19,9,884,0,1,0,0,0,5,0,0,0
84,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,4.6,6.0,1.31,4.0,0.0,0.0,0.0,0.0,1.0,0.22,0.0,0.0,0.0,0.0,8,4,413,0,0,0,0,0,1,0,0,0
85,Jordan Amavi,fr FRA,"DF,FW",Marseille,fr Ligue 1,27,1.4,2.0,1.41,2.0,0.0,0.0,0.0,0.0,1.0,0.7,1.0,0.0,0.0,0.0,2,2,128,0,0,0,0,0,0,0,1,0
86,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,71,0,0,0,0,0,0,0,0,0
87,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,29.4,33.0,1.12,22.0,3.0,3.0,3.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,32,31,2646,1,1,1,0,0,9,2,0,0
88,Nadiem Amiri,de GER,"MF,FW",Genoa,it Serie A,24,7.6,30.0,3.96,24.0,4.0,1.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,13,9,683,0,1,0,0,0,0,0,0,0
89,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,24,4.1,7.0,1.71,5.0,1.0,0.0,0.0,0.0,1.0,0.24,0.0,0.0,0.0,0.0,13,3,369,1,0,1,0,0,0,0,0,0
90,Ethan Ampadu,wls WAL,"MF,DF",Venezia,it Serie A,20,25.4,45.0,1.77,39.0,4.0,1.0,0.0,1.0,6.0,0.24,5.0,0.0,0.0,0.0,29,26,2282,0,3,0,0,0,13,2,0,0
91,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,24,10.5,18.0,1.72,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,8,944,1,0,1,0,0,6,0,0,0
92,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,32.4,33.0,1.02,30.0,1.0,0.0,1.0,1.0,4.0,0.12,3.0,0.0,1.0,0.0,34,32,2916,0,3,0,0,0,4,0,0,0
93,Felipe Anderson,br BRA,FW,Lazio,it Serie A,28,32.1,115.0,3.59,87.0,3.0,10.0,5.0,1.0,19.0,0.59,13.0,4.0,2.0,0.0,38,33,2888,6,8,6,0,0,2,0,0,1
94,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,30,14.0,20.0,1.43,16.0,0.0,0.0,1.0,1.0,4.0,0.29,3.0,0.0,0.0,0.0,26,13,1257,3,1,3,0,0,3,0,0,1
95,Florin Andone,ro ROU,FW,Cádiz,es La Liga,28,2.0,4.0,2.05,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,176,0,0,0,0,0,1,0,0,1
96,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,11.6,7.0,0.6,6.0,0.0,0.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,17,12,1046,0,0,0,0,0,4,0,0,0
97,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,30,30.6,56.0,1.83,46.0,2.0,2.0,3.0,2.0,5.0,0.16,4.0,0.0,1.0,0.0,33,33,2752,2,1,2,0,0,12,1,0,0
98,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,3.9,10.0,2.55,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2,353,0,0,0,0,0,1,0,0,0
99,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,26,20.2,38.0,1.88,27.0,0.0,2.0,5.0,1.0,6.0,0.3,3.0,0.0,3.0,0.0,26,21,1817,4,2,4,0,0,5,1,0,0
100,José Ángel,es ESP,DF,Osasuna,es La Liga,31,12.0,20.0,1.66,14.0,1.0,3.0,1.0,0.0,2.0,0.17,1.0,0.0,1.0,0.0,23,12,1083,1,1,1,0,0,2,1,0,0
101,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,24,25.5,83.0,3.25,53.0,22.0,3.0,4.0,0.0,8.0,0.31,5.0,0.0,0.0,0.0,29,26,2298,2,5,2,0,0,3,0,0,0
102,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,25,0,0,0,0,0,0,0,0,0
104,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,34,7.7,29.0,3.79,22.0,3.0,2.0,2.0,0.0,6.0,0.78,5.0,0.0,1.0,0.0,19,5,691,0,3,0,0,0,2,0,0,0
105,Janis Antiste,fr FRA,FW,Spezia,it Serie A,18,8.8,14.0,1.58,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,9,796,1,0,1,0,0,0,0,0,1
106,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,28.8,37.0,1.28,31.0,0.0,1.0,2.0,1.0,2.0,0.07,2.0,0.0,0.0,0.0,29,29,2595,2,1,2,0,0,6,1,0,0
107,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,58,0,0,0,0,0,0,0,0,0
108,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,31,33.0,97.0,2.94,65.0,1.0,11.0,11.0,0.0,17.0,0.51,10.0,1.0,4.0,0.0,36,34,2971,10,8,10,0,1,8,1,0,1
109,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,27,12.6,28.0,2.23,15.0,1.0,1.0,5.0,0.0,2.0,0.16,1.0,0.0,0.0,0.0,25,12,1130,1,1,1,0,0,2,0,0,0
110,Houssem Aouar,fr FRA,"MF,FW",Lyon,fr Ligue 1,23,27.8,101.0,3.63,77.0,3.0,6.0,9.0,2.0,6.0,0.22,5.0,0.0,1.0,0.0,36,29,2504,6,4,6,0,0,1,0,0,0
111,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,19,12.0,38.0,3.17,21.0,10.0,1.0,1.0,0.0,5.0,0.42,3.0,0.0,0.0,0.0,35,11,1081,0,4,0,0,0,2,0,0,0
112,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,23.3,15.0,0.64,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,22,2099,0,0,0,0,0,4,0,0,0
113,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,25,29.6,75.0,2.53,35.0,31.0,2.0,2.0,2.0,10.0,0.34,4.0,1.0,0.0,1.0,31,31,2663,0,5,0,0,0,13,0,0,0
114,Mattia Aramu,it ITA,"MF,FW",Venezia,it Serie A,26,23.3,74.0,3.17,31.0,22.0,2.0,4.0,0.0,11.0,0.47,7.0,0.0,0.0,0.0,32,25,2100,7,5,4,3,4,6,0,0,0
115,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,32,17.5,41.0,2.34,35.0,3.0,1.0,1.0,0.0,6.0,0.34,5.0,1.0,0.0,0.0,26,16,1578,1,4,1,0,0,2,0,0,0
116,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,29.1,14.0,0.48,12.0,0.0,1.0,1.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,34,29,2617,0,0,0,0,0,4,0,0,0
117,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,25.2,15.0,0.59,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,25,2272,4,0,4,0,0,6,0,1,0
118,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,20,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,27,0,0,0,0,0,0,0,0,0
119,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,90,0,0,0,0,0,0,0,0,0
120,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,2.1,4.0,1.91,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,188,0,0,0,0,0,1,0,0,0
121,Matias Arezo,uy URU,"FW,MF",Granada,es La Liga,18,1.8,6.0,3.33,5.0,0.0,0.0,1.0,0.0,1.0,0.56,0.0,0.0,1.0,0.0,8,1,162,0,0,0,0,0,1,0,0,0
122,Santiago Arias,co COL,DF,Granada,es La Liga,29,4.9,9.0,1.84,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4,440,1,0,1,0,0,1,0,0,0
123,Adam Armstrong,eng ENG,FW,Southampton,eng Premier League,24,15.7,36.0,2.29,22.0,0.0,5.0,6.0,0.0,3.0,0.19,2.0,0.0,0.0,0.0,23,17,1413,2,2,2,0,0,1,0,0,1
124,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,29,16.4,54.0,3.3,42.0,2.0,2.0,3.0,1.0,3.0,0.18,1.0,1.0,0.0,0.0,25,15,1473,2,0,2,0,0,1,0,0,0
125,Marko Arnautović,at AUT,FW,Bologna,it Serie A,32,29.9,89.0,2.97,71.0,0.0,7.0,9.0,0.0,7.0,0.23,5.0,1.0,1.0,0.0,33,32,2694,14,1,12,2,3,6,0,0,1
126,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,27,33.3,106.0,3.19,56.0,45.0,2.0,0.0,0.0,4.0,0.12,2.0,0.0,0.0,0.0,34,34,2994,4,2,4,0,0,4,0,0,0
127,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,26,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,360,0,0,0,0,0,0,0,1,0
128,Tolgay Arslan,de GER,MF,Udinese,it Serie A,30,18.4,48.0,2.6,30.0,5.0,1.0,4.0,1.0,8.0,0.43,3.0,0.0,2.0,0.0,30,22,1658,1,0,1,0,0,9,0,0,0
130,Arthur,br BRA,FW,Fiorentina,it Serie A,23,8.3,17.0,2.05,10.0,0.0,3.0,1.0,1.0,5.0,0.6,3.0,1.0,1.0,0.0,14,8,749,2,2,2,0,0,1,0,0,1
131,Santiago Arzamendia,py PAR,MF,Cádiz,es La Liga,23,5.2,5.0,0.96,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,5,469,1,0,1,0,0,2,0,0,0
132,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,26,17.9,49.0,2.74,35.0,0.0,4.0,6.0,1.0,7.0,0.39,6.0,0.0,0.0,0.0,27,20,1608,3,4,3,0,0,1,0,0,0
133,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,24,26.4,38.0,1.44,32.0,1.0,1.0,1.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,28,27,2375,0,1,0,0,0,5,0,0,0
134,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,32,6.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,540,0,0,0,0,0,1,0,0,0
135,Alejandro Asensio,es ESP,FW,Rayo Vallecano,es La Liga,20,0.1,2.0,13.85,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,12,0,0,0,0,0,0,0,0,1
136,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,25,19.2,70.0,3.64,42.0,12.0,5.0,9.0,0.0,6.0,0.31,3.0,1.0,2.0,0.0,31,19,1731,10,0,10,0,0,2,0,1,0
137,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,7,0,0,0,0,0,0,0,0,0
138,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,20,8.4,7.0,0.84,5.0,0.0,2.0,0.0,0.0,1.0,0.12,1.0,0.0,0.0,0.0,19,7,754,0,0,0,0,0,5,0,0,0
139,Fisnik Asllani,xk KVX,"MF,FW",Hoffenheim,de Bundesliga,18,0.1,1.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,9,0,0,0,0,0,0,0,0,0
140,Kristjan Asllani,al ALB,MF,Empoli,it Serie A,19,15.0,30.0,2.0,22.0,3.0,0.0,3.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,23,14,1353,1,1,1,0,0,2,0,0,0
141,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,33,34.3,120.0,3.5,90.0,7.0,6.0,11.0,0.0,15.0,0.44,9.0,1.0,5.0,0.0,37,36,3087,18,5,15,3,5,9,0,0,1
142,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,6.8,18.0,2.63,13.0,0.0,0.0,3.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,20,5,616,0,2,0,0,0,0,0,0,0
143,Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,20,8.7,11.0,1.26,8.0,3.0,0.0,0.0,0.0,1.0,0.11,0.0,0.0,0.0,0.0,13,9,783,0,0,0,0,0,1,0,0,0
144,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,12.7,31.0,2.45,22.0,0.0,3.0,1.0,1.0,3.0,0.24,2.0,0.0,0.0,0.0,17,13,1140,2,1,2,0,0,4,0,0,0
145,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,32,11.5,22.0,1.91,14.0,0.0,2.0,4.0,0.0,3.0,0.26,2.0,0.0,1.0,0.0,14,12,1037,4,1,4,0,2,3,0,1,1
146,Pierre-Emerick Aubameyang,ga GAB,FW,Barcelona,es La Liga,32,12.0,15.0,1.25,13.0,0.0,0.0,2.0,0.0,3.0,0.25,3.0,0.0,0.0,0.0,17,13,1082,11,1,11,0,0,0,0,1,1
147,Emil Audero,it ITA,GK,Sampdoria,it Serie A,24,28.4,5.0,0.18,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,29,2560,0,0,0,0,0,2,0,0,0
148,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,26.6,49.0,1.84,34.0,4.0,5.0,1.0,2.0,2.0,0.08,2.0,0.0,0.0,0.0,36,25,2395,1,1,1,0,0,0,0,0,0
149,Jean-Kévin Augustin,fr FRA,"FW,MF",Nantes,fr Ligue 1,24,0.9,1.0,1.07,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,0,84,0,0,0,0,0,1,0,0,0
150,Ludwig Augustinsson,se SWE,"DF,FW",Sevilla,es La Liga,27,8.8,13.0,1.48,9.0,3.0,0.0,0.0,1.0,1.0,0.11,0.0,0.0,0.0,0.0,19,9,793,0,1,0,0,0,3,0,0,0
151,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,11.2,16.0,1.43,13.0,1.0,0.0,2.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,19,10,1010,0,1,0,0,0,4,0,0,0
152,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,27,20.8,47.0,2.26,26.0,4.0,4.0,6.0,0.0,4.0,0.19,2.0,0.0,0.0,0.0,36,22,1870,6,1,5,1,1,9,1,0,0
153,Taiwo Awoniyi,ng NGA,FW,Union Berlin,de Bundesliga,23,24.2,67.0,2.77,46.0,0.0,8.0,10.0,0.0,6.0,0.25,2.0,2.0,1.0,0.0,31,29,2174,15,1,13,2,2,1,0,0,1
154,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,135,0,0,0,0,0,1,0,0,0
156,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,29,22.4,61.0,2.72,41.0,1.0,2.0,3.0,1.0,6.0,0.27,5.0,0.0,0.0,0.0,31,23,2019,3,3,3,0,0,2,0,0,1
157,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,15.0,8.0,0.53,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,14,1354,1,0,1,0,0,2,1,0,0
158,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,25.2,32.0,1.27,23.0,1.0,0.0,7.0,1.0,5.0,0.2,1.0,0.0,3.0,1.0,26,26,2272,2,2,2,0,0,4,1,0,0
159,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,4.3,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,4,388,0,0,0,0,0,2,0,0,0
160,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,26,4.0,13.0,3.26,12.0,0.0,0.0,1.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,9,4,359,1,1,1,0,0,0,0,0,0
161,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31,23.0,48.0,2.09,43.0,0.0,2.0,3.0,0.0,8.0,0.35,6.0,1.0,1.0,0.0,27,24,2070,1,2,1,0,0,3,0,1,0
